Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
31/08/2020;11:20:01.370;4.7;98;0.92;12;4.14;12.44;0.6;0.2;28;0.1;288.80;0.31;0.09;3367;3819;0;45.3;0.1;47.780703;-3.527725;11;-786;3;560;-1024;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:02.360;4.7;94;0.95;12;4.14;12.44;0.6;0.2;28;0.0;339.40;0.21;0.14;2909;3819;0;45.2;1.5;47.780703;-3.527726;11;-788;3;560;-1024;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:03.360;4.7;100;0.91;12;4.14;12.44;0.6;0.2;28;0.1;10.70;0.13;0.23;3200;3819;0;45.2;0.9;47.780705;-3.527730;11;-797;3;560;-1021;-1;-1;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:04.360;4.7;100;0.96;2;4.14;12.44;0.6;0.2;28;0.0;11.60;0.10;0.14;3200;3819;0;45.3;0.0;47.780705;-3.527730;11;-1024;3;560;-1021;-1;-1;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:06.910;4.7;100;0.97;1;4.14;12.44;0.6;0.1;29;0.0;6.00;0.08;0.17;3200;3819;0;45.6;0.1;47.780703;-3.527730;11;-1024;3;560;-1024;-1;-1;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:07.910;4.7;100;0.99;15;4.14;12.44;0.6;0.1;29;0.0;354.20;0.10;0.15;3200;3819;0;45.6;0.1;47.780703;-3.527730;11;-1024;3;560;-1021;-1;-1;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:08.910;4.7;100;1.07;15;4.14;12.44;0.6;0.2;29;0.0;25.60;0.09;0.13;3200;3819;0;45.8;0.7;47.780705;-3.527733;11;259;3;560;-1024;-1;-1;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:09.910;4.7;100;0.98;15;4.14;12.43;0.6;0.2;29;0.0;37.80;0.16;0.11;3048;3819;0;46.0;1.7;47.780711;-3.527735;11;250;4;560;-1024;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:10.910;4.7;100;0.97;15;4.14;12.43;0.6;0.3;29;0.0;357.20;0.11;0.11;1929;3819;0;46.0;0.6;47.780711;-3.527735;12;249;3;560;-1024;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:11.920;4.7;100;0.96;15;4.14;12.44;0.6;0.3;29;0.0;352.00;0.07;0.09;1929;3819;0;46.0;0.2;47.780711;-3.527735;11;249;3;560;-1024;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:12.930;4.7;100;0.97;15;4.14;12.43;0.6;0.3;30;0.0;346.30;0.09;0.14;1929;3819;0;45.9;0.1;47.780710;-3.527735;11;249;3;560;-1021;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:13.930;4.7;100;0.96;15;4.14;12.43;0.6;0.3;30;0.0;345.30;0.08;0.13;1929;3819;0;45.9;0.2;47.780710;-3.527735;12;249;3;560;-1021;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:14.930;4.7;100;0.96;15;4.14;12.43;0.6;0.3;30;0.0;350.50;0.08;0.12;1929;3819;0;45.9;0.0;47.780710;-3.527735;12;247;3;560;-970;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:15.930;4.7;100;0.96;15;4.14;12.44;0.6;0.4;30;0.0;328.10;0.26;0.12;1929;3819;0;45.9;0.2;47.780710;-3.527733;11;249;4;560;-970;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:16.930;4.7;96;0.92;15;4.14;12.43;0.6;0.4;30;0.0;296.10;0.20;0.20;1158;3819;0;45.9;1.1;47.780708;-3.527730;11;249;3;560;-970;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:17.930;4.7;100;0.77;15;4.14;12.43;0.6;0.5;30;0.3;316.20;0.13;0.42;797;3819;0;45.8;5.3;47.780710;-3.527720;7;259;4;560;-970;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:18.930;4.7;100;1.34;15;4.12;12.38;2.0;2.5;31;2.5;314.20;0.71;0.09;843;3819;2;46.8;21.3;47.780720;-3.527705;-54;262;6;560;-970;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;11:20:19.930;4.7;100;0.66;15;4.01;12.02;11.9;3.4;34;-0.9;58.30;0.37;-0.03;639;3818;8;48.3;30.2;47.780745;-3.527588;-855;609;1;560;-970;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:20.930;4.7;98;0.91;15;3.98;11.97;12.9;4.9;37;2.9;68.20;0.33;-0.01;740;3818;18;47.3;42.4;47.780771;-3.527448;-469;562;-1;560;-970;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:21.930;4.7;92;0.98;15;3.98;11.95;12.5;7.5;41;1.7;71.90;0.36;0.02;727;3818;36;48.9;47.0;47.780805;-3.527315;-760;581;95;560;-970;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:22.930;4.7;94;0.76;15;3.97;11.93;12.5;10.0;44;3.4;73.20;0.23;0.00;762;3819;49;50.4;54.2;47.780833;-3.527126;-719;579;93;560;-970;-1;0;1;-1;0x0000000000000002;7.7
31/08/2020;11:20:23.930;4.7;92;0.61;15;3.97;11.91;12.3;13.7;49;2.6;76.30;0.21;-0.04;753;3819;63;52.1;56.6;47.780881;-3.526890;-837;564;3;560;-972;-1;0;1;-1;0x0000000000000002;7.7
