Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
26/08/2020;11:25:16.100;4.7;96;0.95;1;4.10;12.30;0.8;0.0;47;0.0;67.60;0.22;0.08;141;3816;0;47.2;0.0;47.780855;-3.526785;7;-1024;3;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:17.110;4.7;80;0.95;5;4.09;12.29;0.8;0.1;47;0.0;65.80;0.21;0.11;141;3816;0;47.1;0.0;47.780856;-3.526785;9;-1024;1;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:18.110;4.7;84;0.98;5;4.09;12.27;2.0;0.1;48;0.0;64.40;0.07;0.03;141;3816;0;47.1;0.1;47.780856;-3.526785;9;-703;1;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:19.110;4.7;84;0.89;5;4.09;12.29;0.9;0.1;48;0.0;70.30;0.23;0.11;141;3816;0;47.1;0.3;47.780856;-3.526783;9;-1024;1;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:20.110;4.7;88;0.95;5;4.09;12.29;0.8;0.2;48;0.0;74.40;0.17;0.11;141;3816;0;47.1;0.5;47.780856;-3.526785;9;-1024;1;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:21.110;4.7;92;0.96;5;4.09;12.29;0.8;0.2;48;0.1;67.20;0.08;0.03;3343;3816;0;47.1;0.9;47.780858;-3.526785;9;-1024;3;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:22.110;4.7;88;0.90;5;4.09;12.29;0.8;0.2;49;0.0;54.50;0.10;0.12;3343;3816;0;47.1;0.1;47.780858;-3.526785;7;-1024;3;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:23.110;4.7;90;0.98;5;4.09;12.29;0.7;0.1;49;0.0;45.30;-0.12;0.01;3343;3816;0;46.9;0.5;47.780858;-3.526785;6;-1024;0;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:24.110;4.7;94;0.97;5;4.09;12.29;0.8;0.2;49;0.1;30.50;-0.16;-0.01;2268;3816;0;46.7;0.9;47.780856;-3.526786;7;-1024;1;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
26/08/2020;11:25:25.110;4.7;90;1.08;5;4.09;12.29;0.8;0.2;49;0.1;14.30;0.15;0.18;2268;3816;0;46.6;0.4;47.780856;-3.526785;-19;-1024;883;419;-1024;-1;-1;1;-1;0x0000000000000002;7.9
