Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
06/09/2020;11:37:48.350;4.6;100;0.92;52;4.13;12.41;0.9;0.0;22;0.0;354.90;0.31;-0.07;104;1824;0;28.7;0.7;47.777681;-3.527831;9;-1024;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:38:00.460;4.6;100;0.98;52;4.13;12.40;0.9;0.0;25;0.0;353.80;0.11;0.03;1487;1824;0;29.6;0.0;47.777685;-3.527846;9;-1024;3;-23;-507;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:38:01.450;4.6;98;0.96;52;4.13;12.40;0.9;0.0;26;0.0;353.80;0.13;0.00;1487;1824;0;29.6;0.0;47.777683;-3.527846;9;-1024;3;-20;-510;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:39:15.060;4.7;100;0.97;11;4.12;12.36;0.9;0.0;11;0.0;53.30;0.16;-0.10;1639;3824;0;28.3;0.0;47.777698;-3.527836;9;-1024;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:16.050;4.7;100;0.98;15;4.12;12.36;0.9;0.0;11;0.0;56.60;0.09;-0.12;1639;3824;0;28.3;0.1;47.777698;-3.527836;11;-374;3;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:17.050;4.7;100;0.95;15;4.12;12.36;0.9;0.0;12;0.0;52.70;0.18;-0.17;1639;3824;0;28.3;0.1;47.777698;-3.527836;9;-265;4;-23;-510;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:18.050;4.7;100;0.94;15;4.12;12.36;0.9;0.0;12;-0.1;57.10;0.24;-0.22;1639;3824;0;28.3;0.1;47.777700;-3.527838;9;-265;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:19.050;4.7;100;0.93;15;4.12;12.36;0.9;0.0;12;0.0;54.90;0.22;-0.21;1639;3824;0;28.3;0.0;47.777700;-3.527838;11;-41;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:20.050;4.7;96;0.90;15;4.12;12.36;0.9;0.0;12;0.0;57.30;0.23;-0.20;1639;3824;0;28.4;0.1;47.777700;-3.527838;9;-49;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.8
06/09/2020;11:39:21.050;4.7;96;1.01;15;4.12;12.36;0.9;0.0;13;0.0;54.20;0.23;-0.21;2460;3824;0;28.4;1.0;47.777701;-3.527841;9;-49;3;-23;-510;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:39:22.050;4.7;100;1.04;15;4.12;12.36;0.9;0.0;13;-0.3;55.20;0.32;-0.14;2713;3824;1;28.3;2.1;47.777703;-3.527848;9;-47;3;-23;-510;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:39:23.050;4.7;100;0.54;15;4.12;12.35;0.9;0.0;13;-0.1;56.40;0.20;-0.01;2722;3824;2;28.2;8.7;47.777703;-3.527866;9;-47;4;-23;-507;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:39:24.050;4.6;100;1.10;15;4.12;12.36;0.9;0.0;13;4.4;96.10;0.78;0.58;2662;3824;4;27.8;7.9;47.777701;-3.527911;9;-47;4;-23;-510;-1;0;1;-1;0x0000000000000002;7.7
06/09/2020;11:39:25.050;4.6;100;-0.58;15;3.86;11.56;18.4;1.2;16;-0.2;287.50;0.69;0.06;2677;3824;8;29.2;30.7;47.777701;-3.527988;9;-46;4;-23;-510;-1;0;1;-1;0x0000000000000002;7.7
