Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
11/08/2020;17:26:54.440;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:54.530;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:54.630;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:54.730;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:54.830;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:54.930;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.030;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.130;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.330;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.530;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.730;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:55.930;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:56.130;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:56.330;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:56.530;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:56.730;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:56.930;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:57.130;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:57.330;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;9;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:57.530;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
11/08/2020;17:26:57.730;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;11;-1024;4;267;34;-1;-1;1;-1;0x0000000000000000;7.8
