Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
13/08/2020;13:47:32.520;4.7;100;0.98;1;4.12;12.37;0.8;0.2;43;0.1;19.00;0.01;0.08;3113;3712;0;151.0;0.0;48.146618;-3.629931;9;-1024;3;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:47:33.530;4.7;100;0.98;5;4.12;12.37;0.9;0.3;44;0.1;19.00;0.01;0.08;3489;3712;0;151.3;0.3;48.146620;-3.629930;-307;-1024;7;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:47:34.530;4.7;100;0.98;5;4.12;12.37;0.8;0.4;44;0.1;19.00;0.01;0.08;3489;3712;0;151.3;0.2;48.146620;-3.629930;155;-1024;-48;126;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:47:35.530;4.7;100;0.98;5;4.12;12.36;0.8;0.4;44;0.1;19.00;0.01;0.08;3489;3712;0;151.2;0.1;48.146620;-3.629930;9;-1024;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:47:36.530;4.7;100;0.98;5;4.12;12.37;0.9;0.3;44;0.0;19.00;0.01;0.08;3489;3712;0;151.1;0.2;48.146620;-3.629930;9;-1024;-27;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:30.180;4.7;100;0.89;1;4.11;12.35;0.8;1.4;57;0.1;197.40;0.42;0.00;2685;3712;0;153.1;0.1;48.146641;-3.629933;9;-1024;4;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:31.180;4.7;100;0.89;5;4.11;12.35;0.8;1.5;57;0.1;191.50;0.48;-0.04;2685;3712;2;153.1;0.3;48.146641;-3.629931;9;-1024;4;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:32.180;4.7;100;0.89;5;4.11;12.35;0.8;1.6;58;0.1;193.40;0.39;0.01;2685;3712;2;153.0;0.2;48.146641;-3.629933;7;-1017;4;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:33.180;4.7;100;0.90;5;4.11;12.35;0.8;1.7;58;0.2;192.90;0.42;-0.03;2685;3712;2;152.8;0.0;48.146641;-3.629933;7;-1024;4;126;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:34.180;4.7;100;0.90;5;4.11;12.34;0.8;1.8;58;0.2;192.80;0.36;-0.04;2685;3711;2;152.8;0.1;48.146641;-3.629933;7;-1024;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:35.180;4.7;100;0.90;5;4.11;12.34;0.8;1.9;58;0.2;223.40;0.32;0.01;2292;3712;2;152.9;0.7;48.146641;-3.629935;7;-1024;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:36.180;4.7;100;0.96;5;4.11;12.34;0.8;1.9;59;0.1;321.70;0.21;-0.02;2368;3712;2;152.8;2.8;48.146638;-3.629941;7;-1024;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:37.180;4.7;96;0.99;5;4.11;12.34;0.8;1.9;59;0.1;331.30;0.14;-0.08;2661;3712;2;152.8;0.2;48.146638;-3.629945;9;-1024;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:38.180;4.7;100;0.96;5;4.11;12.34;0.8;1.9;59;0.0;247.70;0.30;0.06;858;3712;2;152.8;3.6;48.146638;-3.629938;7;-842;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:39.180;4.7;100;0.99;5;4.09;12.29;2.8;1.8;60;0.1;173.70;0.10;-0.08;110;3712;2;152.7;0.9;48.146645;-3.629936;6;-492;4;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:40.180;4.7;100;0.87;5;4.05;12.15;7.5;1.8;61;-0.1;187.70;0.71;0.11;3160;3712;3;152.7;1.7;48.146646;-3.629938;-146;134;17;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:41.180;4.7;100;0.85;5;4.01;12.04;10.8;1.9;63;-0.1;204.70;0.56;0.73;3074;3712;3;152.4;9.6;48.146658;-3.629960;-219;416;3;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:42.180;4.7;100;0.15;5;3.98;12.00;12.0;3.9;66;3.3;236.80;0.51;0.11;3060;3712;9;154.0;30.2;48.146678;-3.630000;-361;571;411;129;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:43.180;4.7;96;1.36;5;3.97;11.92;12.7;7.8;71;2.8;258.00;0.53;0.01;2828;3712;17;155.2;38.3;48.146711;-3.630110;-194;442;343;126;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:44.180;4.7;98;1.14;5;3.98;11.96;10.6;13.0;74;6.4;272.10;0.41;0.03;2712;3712;26;159.5;35.8;48.146706;-3.630303;120;297;-278;126;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:45.180;4.7;98;0.40;5;3.99;11.98;8.9;17.8;76;4.6;283.70;0.30;0.03;2882;3712;34;163.8;30.7;48.146721;-3.630395;362;240;0;126;-120;-1;-1;1;-1;0x0000000000000002;8.0
13/08/2020;13:48:46.180;4.7;96;0.75;5;3.98;11.95;10.4;20.0;79;1.3;294.70;0.35;0.05;2963;3712;47;167.5;33.2;48.146753;-3.630506;-162;380;-137;126;-118;-1;-1;1;-1;0x0000000000000002;8.0
