Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);ASpd(kmh);Alt(m);Dir;Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
28/01/2021;18:06:10.410;4.7;100;0.98;1;4.13;12.40;0.6;0.0;39;0.0;28.40;0.21;0.10;2017;3607;0;24.3;0.3;47.767888;-3.506390;7.5;0.0;-5;15;-1024;7;627;-1024;-1;-1;1;-1;0x0000000000001C02;7.7
28/01/2021;18:06:11.410;4.6;100;0.94;15;4.13;12.40;0.6;0.0;40;0.0;37.30;0.16;0.12;2017;3607;0;24.2;0.3;47.767891;-3.506388;8.1;0.0;-5;17;-850;7;627;-1024;-1;-1;1;-1;0x0000000000001C02;7.7
28/01/2021;18:06:12.460;4.6;100;0.97;15;4.13;12.40;0.6;0.0;40;0.0;48.00;0.15;0.07;2017;3708;0;24.3;0.3;47.767893;-3.506385;7.5;0.0;-2;17;135;7;627;-1024;-1;-1;1;-1;0x0000000000001C02;7.7
28/01/2021;18:06:13.460;4.6;100;0.97;15;4.13;12.40;0.6;0.1;40;0.1;70.60;0.47;0.20;2017;3708;0;24.3;0.6;47.767895;-3.506383;7.7;0.0;-2;17;135;7;627;-1024;-1;-1;1;-1;0x0000000000001C02;7.7
28/01/2021;18:06:14.470;4.6;100;1.90;15;4.13;12.40;0.6;0.1;40;-0.2;104.10;1.96;-0.04;1765;3709;0;24.3;3.7;47.767890;-3.506381;13.1;0.0;-4;17;135;7;627;-1024;-1;-1;1;-1;0x0000000000001C02;7.7
28/01/2021;18:06:15.490;4.6;100;1.22;15;3.85;11.56;18.6;2.9;44;1.0;214.70;0.89;-0.23;1776;3709;3;26.7;34.6;47.767850;-3.506376;36.6;0.0;-2;15;134;7;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
28/01/2021;18:06:16.500;4.6;96;1.30;15;3.84;11.51;18.5;7.4;49;6.1;198.40;0.77;-0.02;1942;3709;14;29.5;40.2;47.767710;-3.506395;49.2;0.0;-2;15;134;7;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
28/01/2021;18:06:17.500;4.6;88;0.35;15;3.82;11.48;18.2;13.4;54;6.6;200.80;0.63;-0.04;1972;3709;26;33.9;44.6;47.767621;-3.506428;54.6;0.0;-2;17;134;7;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
28/01/2021;18:06:18.500;4.6;86;1.09;15;3.82;11.46;18.1;19.2;58;6.2;207.30;0.60;-0.07;1989;3709;44;41.8;50.0;47.767505;-3.506485;55.3;0.0;-2;15;134;7;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
28/01/2021;18:06:19.500;4.6;80;0.71;15;3.80;11.43;17.7;24.9;63;6.0;204.70;0.56;-0.02;2020;3709;58;46.3;56.0;47.767405;-3.506540;60.5;0.0;-42;15;134;7;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
28/01/2021;18:06:20.500;4.6;76;0.77;15;3.80;11.41;17.5;32.9;69;6.3;203.10;0.51;-0.04;2049;3709;72;51.5;57.6;47.767221;-3.506663;64.4;0.0;-16;19;125;-63;627;-1024;-1;-1;1;-1;0x0000000000000002;7.7
