Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);ASpd(kmh);Alt(m);Dir;Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
03/01/2021;15:29:21.400;4.7;100;0.99;1;4.11;12.34;0.8;0.0;50;0.0;164.80;-0.06;0.10;1609;3813;0;28.6;0.8;47.767833;-3.506306;6.6;0.0;-4;17;-1024;7;1024;-244;-1;-1;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:22.370;4.7;100;0.99;15;4.11;12.33;0.9;0.0;50;0.0;165.80;-0.03;0.09;1609;3813;0;27.3;0.5;47.767835;-3.506305;6.1;0.0;-5;17;-1024;6;1024;-241;-1;-1;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:23.400;4.7;100;0.94;15;4.11;12.34;0.8;0.0;50;0.0;166.60;-0.08;0.12;1609;3813;0;26.9;0.9;47.767836;-3.506303;0.5;0.0;-5;19;-1024;6;1024;-244;-1;-1;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:24.400;4.7;100;0.99;15;4.11;12.33;0.8;0.0;50;0.0;162.60;-0.03;0.13;1609;3814;0;26.6;0.2;47.767835;-3.506301;5.0;0.0;-4;17;-1024;7;1024;-244;-1;-1;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:25.450;4.7;100;0.99;15;4.11;12.34;0.8;0.0;51;0.0;163.70;-0.04;0.08;1609;3814;0;26.1;0.7;47.767833;-3.506300;3.5;0.0;-5;17;-1024;7;1024;-244;-1;0;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:26.450;4.7;100;0.98;15;4.11;12.33;0.8;0.0;51;0.0;161.50;-0.01;0.12;1609;3814;0;25.4;0.5;47.767833;-3.506298;4.2;0.0;-45;19;-332;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:27.450;4.7;100;0.99;15;4.11;12.33;0.8;0.1;51;0.0;164.30;-0.07;0.11;1609;3814;0;24.7;0.0;47.767833;-3.506296;3.3;0.0;-4;17;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.1
03/01/2021;15:29:28.450;4.7;100;0.96;15;4.11;12.33;0.8;0.1;51;0.0;165.60;-0.08;0.14;1609;3814;0;24.2;0.3;47.767833;-3.506296;5.5;0.0;-4;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:29.450;4.7;100;1.03;15;4.11;12.33;0.8;0.1;52;0.0;215.70;0.07;0.03;1609;3814;0;24.0;0.6;47.767835;-3.506293;2.7;0.0;-4;19;30;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:30.450;4.7;100;0.98;15;4.11;12.33;0.7;0.2;52;0.0;245.70;0.04;0.19;1609;3814;0;23.8;1.2;47.767836;-3.506295;3.3;0.0;-4;19;30;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:31.450;4.7;100;0.99;15;4.11;12.33;0.8;0.2;52;0.0;253.10;0.10;0.19;2252;3814;0;23.2;1.8;47.767833;-3.506303;3.5;0.0;-5;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:32.450;4.7;100;0.95;15;4.11;12.33;0.8;0.2;52;0.0;265.80;0.03;0.28;2252;3814;0;23.1;0.9;47.767835;-3.506305;2.9;0.0;-4;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:33.450;4.7;100;0.96;15;4.11;12.34;0.8;0.3;53;0.0;348.70;0.06;0.04;2773;3814;0;22.6;0.7;47.767836;-3.506308;2.9;0.0;-4;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:34.450;4.7;100;0.83;15;4.11;12.33;0.9;0.2;53;0.0;36.80;0.31;0.07;1710;3814;0;22.3;1.2;47.767821;-3.506311;5.7;0.0;-4;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:35.450;4.7;100;0.17;15;4.08;12.27;2.1;0.9;53;3.4;171.30;0.75;0.11;1832;3814;3;20.9;9.1;47.767786;-3.506298;5.7;0.0;-4;19;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:36.450;4.7;100;1.41;15;3.80;11.39;19.0;2.8;57;2.2;185.70;0.74;-0.01;1748;3814;14;23.4;44.3;47.767720;-3.506296;22.4;0.0;-4;17;29;7;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:37.450;4.7;98;0.96;15;3.79;11.37;18.7;10.7;64;6.7;190.70;0.61;-0.05;1873;3814;26;27.5;45.5;47.767570;-3.506313;22.7;0.0;-4;17;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:38.450;4.7;94;0.76;15;3.78;11.34;18.5;17.4;69;7.1;192.60;0.57;-0.04;1918;3814;37;34.3;46.6;47.767458;-3.506351;24.2;0.0;-4;17;29;6;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:39.450;4.7;90;0.82;15;3.77;11.32;18.3;23.7;74;7.4;192.50;0.54;-0.03;1934;3814;49;40.0;49.0;47.767366;-3.506386;25.1;0.0;-8;171;-235;-79;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:40.450;4.7;88;0.75;15;3.94;11.87;5.7;28.7;77;0.7;194.90;0.13;0.00;1945;3814;68;47.4;51.4;47.767245;-3.506435;25.5;0.0;8;-414;-85;-92;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
03/01/2021;15:29:41.450;4.7;86;1.16;15;3.94;11.82;6.9;28.8;78;0.0;196.10;0.14;-0.03;1952;3814;81;46.9;56.3;47.767145;-3.506478;25.3;0.0;74;-165;-85;4;1024;-244;-1;0;1;-1;0x0000000000000002;8.0
