Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
31/08/2020;18:15:50.580;4.7;92;0.95;1;4.10;12.32;0.6;0.2;87;0.0;235.70;0.27;-0.08;1320;3925;0;41.3;0.7;47.780785;-3.526796;7;-1024;3;302;206;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:51.580;4.7;90;0.93;15;4.10;12.32;0.6;0.2;87;0.0;238.50;0.31;-0.07;883;3925;0;41.3;0.2;47.780785;-3.526795;7;-1024;3;302;206;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:52.580;4.7;92;0.94;15;4.10;12.32;0.6;0.2;87;0.0;236.90;0.28;-0.08;883;3925;0;41.2;0.2;47.780785;-3.526795;7;-1024;3;304;209;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:53.580;4.7;94;0.94;15;4.10;12.32;0.6;0.2;87;0.0;235.90;0.26;-0.11;883;3925;0;41.2;0.1;47.780785;-3.526795;7;-87;3;302;209;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:54.580;4.7;94;0.96;15;4.10;12.32;0.6;0.3;88;0.0;232.70;0.26;-0.06;883;3925;0;41.2;0.3;47.780783;-3.526793;6;85;3;302;206;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:55.580;4.7;94;0.95;15;4.10;12.32;0.6;0.3;88;0.0;236.10;0.20;-0.11;883;3925;0;41.2;0.0;47.780781;-3.526793;7;81;3;302;209;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:56.580;4.7;96;0.94;15;4.10;12.32;0.6;0.3;88;0.0;237.20;0.25;-0.05;883;3925;0;41.1;0.2;47.780781;-3.526793;7;81;1;302;206;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:57.580;4.7;96;0.99;15;4.10;12.32;0.6;0.2;88;0.0;235.60;0.27;-0.12;883;3925;0;41.0;0.1;47.780781;-3.526791;11;82;-16;302;206;-1;-1;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:58.580;4.7;92;0.98;15;4.10;12.32;0.6;0.3;88;0.0;233.90;0.17;0.08;883;3925;0;40.9;0.3;47.780783;-3.526793;6;82;3;302;209;-1;0;1;-1;0x0000000000000002;7.6
31/08/2020;18:15:59.580;4.7;92;0.92;15;4.10;12.32;0.6;0.3;89;0.0;233.10;0.25;0.05;883;3925;0;40.9;0.9;47.780783;-3.526793;6;82;3;302;209;-1;0;1;-1;0x0000000000000002;7.6
