Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
16/10/2020;17:57:34.090;4.6;98;0.95;1;4.11;12.34;0.9;0.1;66;0.0;115.20;-0.04;0.01;2385;3711;0;25.5;0.1;47.778393;-3.527730;11;-1024;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:35.120;4.6;100;0.95;15;4.11;12.33;0.9;0.1;66;0.0;122.60;0.16;-0.13;2385;3711;0;25.5;0.1;47.778393;-3.527730;11;-1024;4;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:36.120;4.6;100;1.06;15;4.11;12.33;0.9;0.0;67;-0.1;115.40;0.21;-0.06;2385;3711;0;25.4;0.1;47.778393;-3.527730;11;-874;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:37.150;4.6;100;1.01;15;4.11;12.33;0.9;0.1;67;0.1;115.70;0.14;0.15;2385;3711;0;25.3;0.4;47.778393;-3.527730;9;-635;4;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:38.150;4.6;100;0.94;15;4.11;12.33;0.9;0.2;67;-0.1;123.20;0.17;0.09;2385;3711;0;25.4;0.7;47.778396;-3.527730;11;-941;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:39.150;4.6;98;0.96;15;4.11;12.33;0.9;0.1;68;0.0;123.10;0.23;0.22;2385;3711;0;25.2;0.2;47.778398;-3.527728;11;-1024;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:40.150;4.6;98;0.99;15;4.11;12.33;0.9;0.1;68;0.0;103.80;0.18;0.02;2385;3711;0;25.0;0.9;47.778396;-3.527730;11;-1024;4;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:41.150;4.6;96;0.88;15;4.11;12.33;0.9;0.1;68;0.1;111.00;0.36;0.09;2385;3711;0;24.9;0.6;47.778396;-3.527728;11;-1024;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:42.150;4.6;98;0.80;15;4.11;12.33;0.8;0.2;68;0.1;122.20;0.44;0.17;2385;3711;0;24.8;0.4;47.778398;-3.527728;11;-1024;4;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
16/10/2020;17:57:43.150;4.6;90;0.73;15;4.11;12.33;0.7;0.2;68;0.0;128.10;0.66;0.15;2385;3711;0;24.6;0.7;47.778400;-3.527725;11;-1024;3;995;-599;-1;-1;1;-1;0x0000000000000002;7.7
