Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
14/11/2020;07:01:52.910;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;12;-1024;4;-664;769;-1;-1;1;-1;0x0000000000000000;7.9
14/11/2020;07:01:53.900;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;12;-1024;3;-664;769;-1;-1;1;-1;0x0000000000000000;7.9
14/11/2020;07:02:12.580;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;12;-1024;4;-664;766;-1;-1;1;-1;0x0000000000000000;7.9
14/11/2020;07:02:13.620;0.0;0;0.00;0;0.00;0.00;0.0;0.0;0;0.0;0.00;0.00;0.00;0;0;0;0.0;0.0;;;12;-1024;3;-664;769;-1;-1;1;-1;0x0000000000000000;7.9
14/11/2020;07:06:23.270;4.7;100;0.88;1;4.07;12.23;0.8;0.0;50;-0.1;178.40;0.42;-0.09;425;3817;0;20.3;0.6;47.760775;-3.519561;14;-1024;4;-753;766;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:24.260;4.7;100;0.90;15;4.07;12.23;0.8;0.0;50;0.0;180.30;0.40;-0.05;425;3817;0;20.2;0.2;47.760775;-3.519560;14;-189;4;-750;766;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:25.270;4.7;100;0.92;15;4.07;12.23;0.8;0.0;50;0.0;180.30;0.32;-0.08;425;3817;0;20.2;0.1;47.760775;-3.519560;12;-183;4;-753;769;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:26.280;4.7;100;0.86;15;4.07;12.23;0.8;0.0;51;0.0;182.90;0.47;-0.04;425;3817;0;20.0;0.2;47.760775;-3.519558;14;-117;4;-753;769;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:27.300;4.7;100;0.86;15;4.07;12.23;0.8;0.0;51;0.0;181.80;0.45;-0.09;2472;3817;0;19.8;1.2;47.760773;-3.519560;14;-119;4;-750;766;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:28.300;4.7;100;0.85;15;4.07;12.22;0.8;0.0;51;0.1;166.00;0.41;0.04;2241;3817;0;19.8;1.9;47.760770;-3.519566;14;-119;4;-753;766;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:29.300;4.7;100;1.00;15;4.07;12.22;0.8;0.0;51;-0.1;153.40;0.32;-0.08;2172;3817;1;19.7;2.3;47.760765;-3.519570;14;-121;4;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:30.300;4.7;100;0.94;15;4.07;12.23;0.8;0.1;52;0.0;165.70;0.33;-0.11;1746;3817;2;19.5;1.9;47.760760;-3.519571;12;-119;6;-753;769;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:31.300;4.7;100;0.90;15;4.07;12.22;0.8;0.2;52;0.0;176.70;0.35;-0.10;1635;3817;2;19.4;0.6;47.760758;-3.519571;14;-121;4;-753;766;-1;-1;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:32.310;4.7;100;0.92;15;4.07;12.22;0.8;0.2;52;0.0;169.10;0.24;-0.20;1635;3817;2;19.4;0.3;47.760756;-3.519571;14;-116;4;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:33.310;4.7;100;0.84;15;4.07;12.22;0.8;0.1;52;0.0;187.40;0.50;0.08;2485;3817;2;19.3;3.2;47.760756;-3.519580;14;-28;4;-750;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:34.310;4.7;100;0.77;15;4.07;12.22;0.8;0.1;53;-0.1;192.30;0.50;0.12;2466;3817;3;19.1;6.6;47.760751;-3.519596;12;-28;4;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:35.310;4.7;98;1.61;15;4.05;12.14;0.8;0.0;53;0.7;205.00;2.76;0.26;2489;3817;5;18.9;10.2;47.760745;-3.519621;14;-22;6;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:36.310;4.7;88;1.90;15;3.89;11.72;10.8;2.0;57;0.0;261.30;0.99;-0.16;2515;3817;11;20.2;31.1;47.760718;-3.519676;-257;64;6;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:37.310;4.7;88;0.39;15;3.94;11.84;8.4;3.3;59;0.6;246.60;0.32;-0.10;2472;3817;20;20.2;38.7;47.760678;-3.519840;-429;66;-113;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:38.310;4.7;86;1.07;15;3.93;11.81;8.3;3.9;61;1.0;248.90;0.34;0.04;2493;3817;30;19.8;46.1;47.760646;-3.519960;-813;66;-215;-750;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:39.310;4.7;84;0.80;15;3.93;11.80;8.2;6.3;63;3.1;247.20;0.28;0.00;2509;3817;49;21.0;50.2;47.760605;-3.520131;-763;64;-202;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:40.310;4.7;82;0.79;15;3.93;11.79;8.2;10.2;65;3.2;250.20;0.24;-0.02;2508;3818;61;23.1;50.0;47.760571;-3.520271;-847;64;-275;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:41.310;4.7;80;1.17;15;3.92;11.78;8.2;13.1;68;3.3;252.30;0.29;0.01;2512;3818;74;25.5;47.4;47.760516;-3.520511;-816;63;-273;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:42.310;4.7;76;0.83;15;3.92;11.76;8.2;15.3;70;3.0;255.40;0.31;0.00;2510;3818;85;28.2;46.1;47.760480;-3.520673;-867;61;-560;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:43.310;4.7;74;1.09;15;3.91;11.75;8.2;17.5;72;3.1;245.90;0.30;-0.04;2465;3818;102;30.3;45.3;47.760448;-3.520801;-971;63;-790;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:44.310;4.7;70;1.15;15;3.91;11.73;8.2;20.2;75;4.4;232.80;0.35;0.03;2325;3818;113;35.1;38.8;47.760395;-3.520936;-1024;61;-873;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:45.310;4.7;68;0.80;15;3.91;11.72;8.2;23.8;77;4.2;218.80;0.28;-0.05;2166;3818;122;37.8;35.8;47.760343;-3.521030;-1024;61;-968;-750;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:46.310;4.7;72;1.01;15;3.91;11.73;8.2;27.9;80;3.3;181.90;0.36;-0.04;1796;3817;126;41.7;31.5;47.760238;-3.521073;-1024;61;-873;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:47.310;4.7;62;1.07;15;3.90;11.71;8.2;29.9;81;3.3;166.60;0.35;-0.02;1567;3818;129;45.7;34.6;47.760191;-3.521051;-1022;61;-879;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:48.310;4.7;62;0.92;15;3.90;11.71;8.2;33.5;84;3.0;126.30;0.36;-0.04;1187;3818;128;47.2;38.0;47.760113;-3.520941;-1011;61;-771;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:49.310;4.7;52;1.06;15;3.89;11.70;8.2;35.2;85;3.3;108.40;0.35;-0.01;1033;3818;121;49.0;43.1;47.760088;-3.520853;-924;61;-737;-753;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:50.310;4.7;62;1.18;15;3.89;11.69;8.2;38.4;88;2.7;85.40;0.34;-0.02;854;3818;114;49.9;53.7;47.760076;-3.520590;-1024;55;-889;-750;769;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:51.310;4.7;70;1.03;15;3.89;11.69;8.1;40.9;91;3.1;72.40;0.26;-0.02;762;3818;98;51.3;61.9;47.760126;-3.520335;-1024;55;-385;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:52.310;4.7;76;1.07;15;3.89;11.67;8.1;42.9;94;3.1;62.90;0.26;-0.02;612;3818;80;52.8;65.0;47.760205;-3.520125;-1024;55;-596;-753;766;-1;0;1;-1;0x0000000000000002;7.7
14/11/2020;07:06:53.310;4.7;76;1.01;15;3.89;11.67;8.1;44.3;96;2.8;50.70;0.28;-0.01;519;3818;65;54.6;65.8;47.760300;-3.519925;-1024;55;-440;-753;766;-1;0;1;-1;0x0000000000000002;7.7
