Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);ASpd(kmh);Alt(m);Dir;Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
03/01/2021;16:02:13.840;4.6;80;1.11;15;3.95;11.86;3.8;37.2;128;0.0;290.40;0.05;-0.02;2895;3712;86;194.8;50.9;48.147900;-3.631500;46.1;0.0;-5;-567;-433;492;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:14.840;4.7;82;1.04;15;3.95;11.88;3.8;37.7;129;1.2;299.00;0.07;-0.02;2942;3814;98;194.6;50.6;48.147970;-3.631748;42.2;0.0;-5;-748;-523;805;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:15.840;4.7;82;0.94;15;3.97;11.93;3.0;38.7;130;0.9;312.50;0.09;-0.01;3111;3814;110;195.2;47.5;48.148025;-3.631896;39.8;0.0;-14;-620;-445;359;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:16.840;4.7;78;1.03;15;3.97;11.91;3.7;39.1;131;1.1;320.50;0.10;-0.02;3217;3814;125;195.7;45.9;48.148111;-3.631988;42.7;0.0;-7;-652;-447;348;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:17.840;4.6;74;0.92;15;3.97;11.91;3.7;39.7;132;1.0;331.70;0.10;-0.03;3317;3814;134;196.3;43.2;48.148186;-3.632078;38.8;0.0;-13;-590;-452;376;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:18.840;4.7;66;1.31;15;3.97;11.91;3.7;39.9;133;0.3;341.80;0.13;-0.03;3423;3814;142;196.4;43.2;48.148286;-3.632130;43.1;0.0;-8;-686;-455;397;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:19.840;4.6;70;0.81;15;3.97;11.92;3.7;40.4;134;0.3;355.60;0.09;-0.02;3573;3814;147;196.7;41.0;48.148411;-3.632168;39.2;0.0;-42;-12;-455;4;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:20.840;4.7;70;0.98;15;3.97;11.92;3.7;39.1;136;-0.9;1.70;0.07;-0.02;21;3814;154;196.2;43.9;48.148538;-3.632165;36.6;0.0;-7;-174;-455;-340;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:21.840;4.6;66;1.20;15;3.97;11.92;3.7;38.4;136;-1.0;8.30;0.06;-0.03;96;3814;160;194.8;46.9;48.148583;-3.632151;41.6;0.0;-8;-340;-455;-424;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:22.840;4.7;42;1.01;15;3.97;11.92;3.7;37.9;137;-0.6;9.60;0.04;-0.01;116;3814;163;194.2;46.9;48.148651;-3.632138;41.6;0.0;-2;-215;-453;-270;-474;125;0;0;1;-1;0x0000000000000012;7.9
03/01/2021;16:02:23.890;4.7;40;1.12;15;3.97;11.92;3.7;36.8;138;-0.8;12.50;0.02;-0.02;142;3813;172;193.0;49.2;48.148771;-3.632091;47.9;0.0;-4;-718;-452;642;-474;125;0;0;1;-1;0x0000000000000012;7.9
03/01/2021;16:02:24.940;4.7;48;1.33;15;3.97;11.92;3.7;35.7;139;0.0;17.80;0.05;-0.01;178;3814;178;193.2;49.7;48.148895;-3.632041;46.1;0.0;-4;-816;-453;791;-474;125;0;0;1;-1;0x0000000000000012;7.9
03/01/2021;16:02:25.950;4.7;68;1.12;15;3.97;11.93;3.7;36.6;140;1.4;42.00;0.07;-0.03;411;3814;182;193.9;46.7;48.149086;-3.631898;43.8;0.0;-4;-850;-453;764;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:26.950;4.7;70;1.06;15;3.97;11.92;3.7;37.7;142;1.3;53.40;0.09;-0.01;528;3814;184;195.8;41.7;48.149130;-3.631825;41.1;0.0;-2;-891;-453;798;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:27.950;4.7;64;1.08;15;3.97;11.92;3.7;38.0;142;1.0;83.00;0.14;-0.02;855;3814;180;196.5;39.6;48.149171;-3.631653;42.0;0.0;-4;-909;-455;742;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:28.950;4.6;60;1.09;15;3.97;11.92;3.7;38.4;143;1.1;99.20;0.13;-0.02;1020;3814;175;196.6;37.8;48.149170;-3.631565;42.9;0.0;-4;-920;-455;675;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:29.950;4.6;66;0.36;15;3.97;11.92;3.7;38.9;145;1.2;134.50;0.06;-0.02;1388;3814;162;196.1;38.7;48.149106;-3.631386;40.3;0.0;-5;20;-455;9;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:30.950;4.7;74;0.94;15;3.97;11.92;3.6;37.5;146;-2.1;147.50;0.02;-0.02;1494;3814;155;194.8;41.5;48.149008;-3.631281;38.5;0.0;-4;348;-463;215;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:31.950;4.6;72;1.03;15;3.98;11.95;3.1;33.7;147;-2.7;153.50;-0.03;-0.02;1531;3814;139;190.5;51.5;48.148855;-3.631213;52.4;0.0;-4;-191;-603;10;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:32.950;4.7;72;1.06;15;3.99;12.00;2.3;30.7;148;-2.0;161.80;-0.09;-0.02;1629;3814;123;186.4;57.7;48.148750;-3.631110;57.4;0.0;-2;-272;-646;-184;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:33.950;4.6;74;0.99;15;4.00;12.01;2.2;27.7;148;-2.0;164.80;-0.13;-0.02;1660;3713;108;182.8;59.4;48.148606;-3.631050;64.4;0.0;-4;-286;-648;-503;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:34.950;4.6;76;1.01;15;4.00;12.01;2.2;25.0;149;-1.9;166.00;-0.13;-0.02;1664;3814;86;178.8;60.5;48.148490;-3.631008;68.5;0.0;-5;-198;-649;-507;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:35.950;4.6;76;1.02;15;4.00;12.01;2.2;20.9;149;-2.3;165.60;-0.12;-0.03;1655;3713;72;176.9;60.0;48.148343;-3.630953;68.5;0.0;-7;-174;-646;-544;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:36.950;4.6;78;0.94;15;4.00;12.01;2.2;18.5;150;-2.1;163.50;-0.11;-0.01;1645;3713;58;174.8;59.0;48.148141;-3.630870;65.0;0.0;-5;-126;-638;-437;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:37.950;4.6;76;1.01;15;4.00;12.01;2.5;16.3;151;-2.1;163.00;-0.08;-0.02;1628;3713;44;173.5;57.6;48.148031;-3.630818;60.7;0.0;-2;-7;-578;-275;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:38.980;4.6;72;0.86;15;3.99;11.99;2.7;14.3;152;-2.0;164.00;-0.07;-0.02;1624;3814;27;171.4;56.5;48.147896;-3.630755;59.0;0.0;-4;20;-582;4;-471;125;0;0;1;1;0x0000000000000002;7.9
03/01/2021;16:02:39.980;4.6;76;1.05;15;3.99;11.99;2.7;12.6;152;-1.9;163.80;-0.06;-0.01;1645;3713;21;170.3;55.0;48.147790;-3.630706;56.6;0.0;-5;20;-584;7;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:40.980;4.6;88;1.02;15;3.98;11.94;3.6;10.9;153;-0.9;164.60;-0.02;-0.01;1659;3713;23;169.1;54.1;48.147605;-3.630633;55.7;0.0;-4;-480;-426;106;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:41.980;4.6;94;1.02;15;3.96;11.89;4.5;11.3;154;0.2;169.70;0.04;-0.01;1699;3713;32;169.0;52.2;48.147501;-3.630598;50.9;0.0;-4;-518;-324;6;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:42.980;4.6;98;0.99;15;3.95;11.86;5.0;12.1;156;1.0;173.00;0.08;-0.03;1720;3713;43;169.7;50.5;48.147375;-3.630568;48.7;0.0;-2;-597;-286;6;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:43.980;4.6;96;0.94;15;3.95;11.85;5.0;13.5;157;0.9;174.00;0.10;-0.01;1753;3815;60;171.5;47.5;48.147278;-3.630551;45.0;0.0;-2;-585;-226;0;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:44.980;4.6;90;0.94;15;3.94;11.83;5.3;15.1;159;0.9;178.60;0.12;-0.03;1777;3815;71;172.3;46.2;48.147116;-3.630540;43.5;0.0;-2;-377;-229;6;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:45.980;4.6;86;0.83;15;3.94;11.82;5.2;15.7;160;-0.3;181.80;0.10;-0.02;1819;3815;83;172.9;46.4;48.147001;-3.630538;41.1;0.0;-2;-274;-229;82;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:46.980;4.6;92;0.99;15;3.94;11.82;5.2;16.1;162;0.8;186.10;0.12;-0.03;1855;3815;94;172.5;48.2;48.146906;-3.630548;44.6;0.0;-4;-522;-229;329;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:47.980;4.6;92;1.03;15;3.93;11.81;5.2;17.4;163;1.4;192.40;0.13;-0.03;1929;3815;113;173.3;47.6;48.146788;-3.630578;42.9;0.0;14;-689;-229;422;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:48.980;4.6;92;0.94;15;3.93;11.80;5.3;19.0;164;1.6;202.90;0.14;-0.03;2000;3815;124;174.3;45.7;48.146700;-3.630618;38.7;0.0;15;-695;-229;409;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:49.980;4.6;90;0.96;15;3.93;11.79;5.3;21.2;166;1.6;210.70;0.16;0.00;2109;3815;134;175.3;45.0;48.146560;-3.630731;40.5;0.0;15;-691;-229;412;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:50.980;4.6;88;1.00;15;3.92;11.79;5.3;22.4;168;1.5;228.70;0.16;-0.02;2287;3815;144;175.8;44.1;48.146493;-3.630821;39.2;0.0;7;-760;-227;334;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:51.980;4.6;84;1.00;15;3.93;11.79;5.4;23.8;169;2.2;240.70;0.17;-0.02;2404;3815;153;176.6;44.4;48.146428;-3.630956;41.1;0.0;4;-768;-227;240;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:52.980;4.6;82;0.95;15;3.92;11.78;5.4;25.3;170;2.1;251.70;0.18;-0.02;2541;3815;164;178.3;43.5;48.146395;-3.631078;38.5;0.0;1;-774;-227;212;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:53.980;4.6;80;0.98;15;3.92;11.77;5.4;26.9;172;1.7;266.00;0.18;-0.03;2642;3815;169;179.2;44.7;48.146370;-3.631238;39.8;0.0;2;-796;-229;57;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:54.980;4.6;78;1.01;15;3.92;11.77;5.4;27.7;174;1.7;282.50;0.17;-0.03;2828;3815;173;180.4;44.8;48.146383;-3.631470;40.7;0.0;5;-792;-232;-291;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:55.980;4.6;76;1.00;15;3.92;11.77;5.3;28.4;175;1.9;290.00;0.19;-0.03;2904;3815;176;181.2;45.1;48.146410;-3.631598;41.8;0.0;-4;-858;-232;-361;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:56.980;4.6;76;0.89;15;3.92;11.77;5.3;29.3;176;1.3;298.20;0.16;-0.03;2977;3815;178;182.9;43.8;48.146456;-3.631746;37.4;0.0;-4;-627;-234;-638;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:57.980;4.6;76;0.85;15;3.92;11.77;5.2;29.2;178;-0.5;298.60;0.13;0.01;3000;3815;179;182.9;46.6;48.146500;-3.631863;37.0;0.0;-4;-3;-232;67;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:58.980;4.6;74;1.06;15;3.92;11.76;5.1;27.0;180;-1.1;305.80;0.09;-0.01;3053;3815;180;181.6;51.1;48.146596;-3.632076;42.0;0.0;-4;-384;-232;439;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:02:59.980;4.6;74;1.15;15;3.92;11.77;5.0;26.1;181;0.2;319.90;0.09;-0.02;3203;3815;181;180.7;55.0;48.146671;-3.632191;47.2;0.0;-4;-749;-232;212;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:00.980;4.6;78;1.11;15;3.91;11.74;5.5;26.9;182;2.6;327.30;0.09;-0.03;3284;3815;180;180.5;55.2;48.146785;-3.632311;51.4;0.0;-2;-892;-232;57;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:01.980;4.6;78;0.90;15;3.91;11.73;5.5;28.7;184;2.4;336.60;0.11;-0.02;3363;3815;177;183.7;48.8;48.146878;-3.632381;46.4;0.0;-4;-799;-234;240;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:02.980;4.6;76;1.07;15;3.91;11.72;5.6;30.2;186;1.2;343.60;0.15;-0.03;3423;3815;174;185.1;47.4;48.147038;-3.632446;43.5;0.0;-4;-835;-232;304;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:03.980;4.6;74;1.03;15;3.91;11.73;5.6;31.2;187;1.4;356.50;0.15;-0.03;3560;3815;171;186.7;45.6;48.147155;-3.632490;42.5;0.0;-4;-894;-234;110;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:04.980;4.6;68;1.07;15;3.90;11.73;5.6;32.7;189;2.2;5.80;0.18;-0.02;65;3814;167;188.2;42.0;48.147241;-3.632486;42.5;0.0;-4;-721;-234;10;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:05.980;4.6;66;0.73;15;3.90;11.72;5.6;33.7;189;1.2;10.90;0.16;-0.02;118;3815;160;190.9;40.2;48.147303;-3.632471;37.9;0.0;-4;-579;-234;43;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:06.980;4.6;56;0.95;15;3.90;11.71;5.6;34.1;190;0.0;15.40;0.16;-0.01;163;3815;156;191.4;42.3;48.147361;-3.632451;38.7;0.0;-4;-525;-234;84;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:07.980;4.6;70;0.98;15;3.90;11.71;5.6;34.3;193;-0.1;23.20;0.14;-0.03;229;3815;150;191.5;43.4;48.147515;-3.632400;41.6;0.0;-4;-212;-234;-9;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:08.980;4.6;72;0.87;15;3.90;11.71;5.5;34.0;195;-1.3;38.80;0.09;-0.02;393;3815;139;191.5;47.5;48.147626;-3.632240;49.8;0.0;-4;-259;-234;6;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:09.980;4.6;68;1.43;15;3.90;11.71;5.4;33.4;196;0.7;41.80;0.09;-0.03;421;3813;130;190.1;51.5;48.147716;-3.632086;51.3;0.0;-8;-686;-361;-322;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:10.980;4.6;66;1.01;15;3.91;11.76;4.4;33.9;197;1.7;49.90;0.06;-0.03;512;3815;116;191.0;50.6;48.147783;-3.632001;50.9;0.0;-4;-533;-363;-486;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:11.980;4.6;70;0.86;15;3.92;11.76;4.4;34.8;199;0.2;55.00;0.06;-0.02;544;3815;110;192.2;47.3;48.147868;-3.631828;50.1;0.0;-4;-504;-363;-688;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:12.980;4.6;60;0.98;15;3.92;11.75;4.4;34.5;200;0.0;50.70;0.07;0.00;539;3815;98;192.8;47.4;48.147910;-3.631743;44.2;0.0;-5;-43;-364;6;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:13.980;4.6;66;1.28;15;3.92;11.76;4.4;34.0;201;-1.3;55.10;0.06;-0.03;518;3815;93;193.0;47.4;48.147996;-3.631575;47.0;0.0;-8;-533;-366;-688;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:14.980;4.6;68;1.00;15;3.92;11.76;4.3;33.5;203;0.0;52.00;0.06;-0.01;539;3814;83;193.0;49.1;48.148040;-3.631488;47.2;0.0;-4;-602;-364;-768;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:15.980;4.6;66;1.30;15;3.92;11.76;4.4;33.8;203;0.9;48.30;0.10;-0.05;485;3814;77;194.5;46.0;48.148131;-3.631318;47.2;0.0;-4;-646;-364;-780;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:16.980;4.6;72;0.93;15;3.92;11.75;4.4;35.4;205;1.0;34.60;0.11;-0.02;339;3814;76;196.1;43.3;48.148230;-3.631185;43.1;0.0;-4;-633;-364;-785;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:17.980;4.6;76;1.04;15;3.92;11.76;4.4;36.6;206;0.9;19.50;0.15;-0.02;212;3814;79;198.0;40.5;48.148340;-3.631100;42.5;0.0;-5;-633;-366;-738;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:18.980;4.6;78;1.17;15;3.91;11.75;4.5;37.8;207;1.0;6.50;0.20;-0.03;37;3813;89;199.8;38.7;48.148415;-3.631076;42.2;0.0;-4;-781;-364;-419;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:19.980;4.6;82;0.86;15;3.91;11.76;4.5;39.9;209;1.4;354.30;0.19;-0.02;3536;3815;97;200.8;36.3;48.148510;-3.631081;40.3;0.0;-4;-582;-364;51;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:20.980;4.6;84;0.86;15;3.90;11.70;5.5;40.5;210;0.4;341.00;0.23;-0.02;3391;3814;106;201.4;36.9;48.148633;-3.631133;38.3;0.0;-2;-600;-237;29;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:21.980;4.6;86;1.02;15;3.90;11.69;5.4;41.0;212;0.7;333.90;0.21;-0.03;3334;3815;116;201.4;39.6;48.148705;-3.631181;41.8;0.0;-5;-680;-238;4;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:22.980;4.6;80;1.06;15;3.90;11.69;5.4;41.8;213;1.4;327.90;0.22;-0.03;3267;3815;131;201.9;40.9;48.148793;-3.631260;42.9;0.0;-4;-727;-240;6;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:23.980;4.6;78;0.83;15;3.89;11.69;5.4;42.9;214;1.3;320.30;0.19;-0.02;3209;3815;141;202.8;40.5;48.148858;-3.631335;37.2;0.0;-4;-450;-240;92;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:24.980;4.6;80;1.12;15;3.91;11.76;3.8;43.4;216;0.2;317.00;0.22;-0.03;3167;3815;152;203.0;42.4;48.148966;-3.631483;42.0;0.0;-4;-712;-485;178;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:25.980;4.6;82;0.99;15;3.92;11.77;3.8;43.8;217;0.7;310.90;0.14;-0.02;3099;3815;162;203.5;40.6;48.149023;-3.631575;42.0;0.0;4;-772;-288;334;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:26.980;4.6;82;0.94;15;3.89;11.67;6.0;44.3;219;1.0;308.00;0.25;-0.02;3077;3815;171;204.1;39.7;48.149085;-3.631693;43.1;0.0;8;-655;-183;730;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:27.980;4.6;80;0.98;15;3.88;11.65;6.1;45.0;220;0.7;311.80;0.25;-0.03;3092;3815;186;205.3;39.7;48.149135;-3.631786;39.8;0.0;1;-701;-181;559;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:28.980;4.6;80;0.92;15;3.87;11.61;6.7;45.8;222;0.5;317.30;0.26;-0.04;3163;3815;196;206.1;39.8;48.149201;-3.631896;40.7;0.0;-2;-572;-76;259;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:29.980;4.6;78;0.94;15;3.86;11.59;7.1;46.3;224;0.3;322.00;0.27;-0.03;3198;3815;206;206.9;41.9;48.149311;-3.632036;38.5;0.0;-2;-548;-74;606;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:30.980;4.6;78;1.05;15;3.86;11.58;7.1;46.9;226;0.4;331.90;0.25;-0.03;3297;3815;216;207.3;43.5;48.149386;-3.632110;40.3;0.0;-2;-560;-71;423;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:31.980;4.6;78;0.97;15;3.85;11.57;7.0;47.8;228;0.5;338.80;0.22;-0.02;3396;3815;233;208.6;45.1;48.149490;-3.632178;42.0;0.0;-1;-602;-71;565;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:32.980;4.6;74;1.09;15;3.85;11.57;7.0;48.7;230;0.8;349.80;0.20;-0.03;3510;3815;244;209.3;46.6;48.149578;-3.632216;41.2;0.0;-4;-638;-71;422;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:33.980;4.6;72;0.91;15;3.85;11.55;7.0;50.7;232;1.1;359.90;0.18;-0.02;18;3815;254;210.1;47.1;48.149743;-3.632220;41.4;0.0;-4;-646;-71;473;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:34.980;4.6;68;0.91;15;3.85;11.55;7.0;51.9;234;1.5;18.00;0.16;-0.03;197;3815;263;210.7;48.3;48.149836;-3.632186;44.2;0.0;-5;-575;-73;379;-471;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:35.980;4.6;64;0.93;15;3.85;11.55;7.0;53.1;236;1.2;24.90;0.14;-0.03;244;3815;272;211.5;50.4;48.149905;-3.632146;50.5;0.0;-4;-719;-73;351;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:36.980;4.6;64;1.24;15;3.85;11.55;7.0;53.8;237;2.3;39.80;0.14;-0.03;405;3814;276;211.7;51.4;48.150030;-3.632021;51.1;0.0;-4;-761;-74;461;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:37.980;4.6;50;1.08;15;3.84;11.55;6.9;55.4;237;2.3;39.80;0.14;-0.03;405;3814;280;212.5;51.0;48.150030;-3.632021;49.6;0.0;-4;-882;-74;525;-474;125;0;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:03:38.980;4.6;50;1.05;15;3.84;11.53;6.9;58.5;241;2.6;50.80;0.15;-0.01;544;3815;283;214.8;48.8;48.150170;-3.631676;51.6;0.0;-4;-868;-74;661;-474;125;0;0;1;-1;0x0000000000000002;7.9
