Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS(lat);GPS(lon);ASpd(kmh);Alt(m);Dir;Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V)
03/01/2021;16:14:56.180;4.7;100;0.98;11;4.11;12.33;0.8;0.0;70;-0.4;319.20;-0.06;0.07;2492;3812;0;38.5;0.8;47.767840;-3.506343;20.7;0.0;0;17;-1024;7;296;611;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:14:57.200;4.7;100;0.98;15;4.11;12.33;0.8;0.0;70;-0.2;322.60;-0.02;0.08;2492;3812;0;38.0;0.1;47.767841;-3.506341;19.4;0.0;-5;17;-1024;7;299;611;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:16.880;4.7;100;0.97;11;4.10;12.31;0.9;0.0;89;-0.1;315.10;0.13;0.20;1969;3812;0;30.8;1.0;47.767871;-3.506386;16.2;0.0;-4;17;-1024;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:17.890;4.7;100;0.96;15;4.10;12.30;0.8;0.0;90;-0.1;322.20;0.06;0.21;1969;3813;4;30.8;0.1;47.767871;-3.506385;15.7;0.0;-146;17;-124;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:18.930;4.7;100;0.91;15;4.10;12.31;0.8;0.0;90;0.0;331.80;-0.12;0.24;1969;3813;4;30.9;0.3;47.767870;-3.506385;18.8;0.0;-2;17;7;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:19.980;4.7;100;1.08;15;4.10;12.30;0.8;0.0;90;0.0;6.40;-0.13;0.19;1969;3813;4;31.1;0.6;47.767870;-3.506378;18.1;0.0;-2;17;5;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:21.030;4.7;100;0.97;15;4.10;12.31;0.8;0.0;90;0.0;3.80;-0.03;0.16;2163;3813;3;32.9;0.9;47.767861;-3.506368;17.9;0.0;-2;17;7;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:22.040;4.7;100;0.96;15;4.10;12.31;0.9;0.0;91;-0.1;0.60;-0.05;0.20;2163;3813;2;33.4;0.1;47.767855;-3.506361;15.7;0.0;-2;17;5;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:23.040;4.7;100;1.13;15;4.10;12.30;0.8;0.0;91;3.6;32.10;0.55;-0.01;3000;3813;1;33.7;3.7;47.767848;-3.506351;17.0;0.0;-2;17;7;6;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:24.040;4.7;98;1.39;15;3.83;11.49;18.7;2.9;94;2.5;191.50;0.64;-0.16;1757;3813;2;33.6;31.2;47.767776;-3.506340;29.8;0.0;-2;17;5;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:25.040;4.7;98;1.15;15;3.81;11.43;18.7;7.6;99;6.1;192.90;0.57;-0.03;1892;3813;17;34.7;37.2;47.767701;-3.506345;34.6;0.0;-2;19;5;6;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:26.040;4.7;84;0.95;15;3.79;11.41;18.5;14.3;104;7.5;196.10;0.52;-0.05;1932;3813;26;41.8;35.4;47.767611;-3.506368;35.5;0.0;-2;17;5;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:27.040;4.7;84;0.86;15;3.79;11.37;18.2;24.8;110;7.5;197.10;0.52;-0.03;1971;3813;35;47.8;35.8;47.767516;-3.506395;36.6;0.0;-2;17;5;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:28.040;4.7;78;0.84;15;3.78;11.34;18.2;31.5;115;7.1;201.50;0.51;-0.04;2020;3813;43;52.5;36.8;47.767438;-3.506453;36.1;0.0;-4;17;-363;7;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:29.040;4.7;76;0.65;15;3.88;11.71;7.5;38.1;119;3.3;204.20;-0.04;-0.01;2044;3813;52;58.8;37.7;47.767375;-3.506511;39.0;0.0;-7;19;-517;-285;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:30.040;4.7;80;0.98;15;3.98;11.94;3.3;39.1;120;-0.7;204.90;0.00;-0.03;2041;3812;65;60.8;38.3;47.767291;-3.506556;32.7;0.0;-72;-448;-503;-661;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:31.040;4.7;78;1.16;15;3.98;11.96;3.6;39.1;121;0.1;197.00;0.05;-0.03;1983;3812;74;60.3;39.3;47.767221;-3.506606;32.2;0.0;-18;-617;-461;-664;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:32.040;4.7;76;1.16;15;3.98;11.96;3.6;40.1;122;1.6;188.50;0.08;-0.02;1882;3812;84;60.6;37.5;47.767093;-3.506633;30.0;0.0;-20;-560;-458;-662;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:33.040;4.7;76;0.94;15;3.98;11.94;4.2;41.0;123;0.4;172.00;0.12;-0.02;1707;3813;92;61.7;35.8;47.767005;-3.506621;28.1;0.0;-5;-600;-388;-596;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
03/01/2021;16:16:34.040;4.7;76;1.10;15;3.98;11.95;4.2;41.3;124;0.5;162.50;0.13;-0.01;1600;3813;105;62.0;37.4;47.766935;-3.506593;27.9;0.0;-4;-620;-388;-332;1024;1024;-1;0;1;-1;0x0000000000000002;7.9
