Date;Time;BtRx(V);RSSI(dB);AccZ(g);Tmp1(@C);A4(V);VFAS(V);Curr(A);Alt(m);Fuel(%);VSpd(m/s);Hdg(@);AccX(g);AccY(g);0450;Tmp2(@C);Dist(m);GAlt(m);GSpd(kmh);GPS;ASpd(kmh);Alt(m).1;Dir;Prf;Gaz;Ail;S1;S2;SA;SB;SC;SD;LSW;TxBat(V);GPS(lat);GPS(lon)
2021-01-28;20:24:08.090;4.7;100;0.93;15;4.11;12.33;0.9;0.4;63;0.0;164.4;0.28;0.09;971;3710;1;14.8;0.7;47.767905 -3.506368;14.4;0.0;-5;17;-1024;6;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767905;-3.506368
2021-01-28;20:24:09.090;4.7;100;0.91;15;4.11;12.33;0.9;0.5;63;0.0;164.0;0.26;0.11;971;3710;1;14.7;0.1;47.767903 -3.506368;16.1;0.0;-5;17;-1024;6;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767903;-3.506368
2021-01-28;20:24:10.090;4.7;100;0.93;15;4.11;12.33;0.9;0.5;63;0.0;163.5;0.29;0.1;971;3710;1;14.6;0.1;47.767901 -3.506368;16.1;0.0;-5;17;-1024;6;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767901;-3.506368
2021-01-28;20:24:11.090;4.7;100;0.95;15;4.11;12.33;0.9;0.5;64;0.0;161.8;0.29;0.08;971;3710;1;14.7;0.2;47.767900 -3.506366;14.2;0.0;-5;15;-1024;6;-270;83;-1;-1;-1;-1;0x0000000000001C02;7.7;47.767900;-3.506366
2021-01-28;20:24:46.270;4.7;100;0.99;1;4.1;12.32;0.9;0.5;73;0.1;146.1;0.15;0.17;293;3711;1;11.9;0.8;47.767916 -3.506333;15.9;0.0;-4;15;-1024;6;-270;83;-1;-1;1;-1;0x0000000000001C02;7.7;47.767916;-3.506333
2021-01-28;20:24:47.300;4.7;100;0.98;15;4.1;12.32;0.9;0.5;73;0.1;150.7;0.05;0.14;293;3712;3;12.1;0.6;47.767916 -3.506333;16.4;0.0;-4;15;-1024;6;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767916;-3.506333
2021-01-28;20:24:48.300;4.7;100;0.94;15;4.1;12.32;0.9;0.6;73;0.1;158.0;0.21;0.2;293;3711;3;12.0;2.3;47.767915 -3.506335;15.0;0.0;-5;17;-1024;6;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767915;-3.506335
2021-01-28;20:24:49.320;4.7;100;0.94;15;4.1;12.32;0.9;0.7;74;0.0;167.6;0.23;0.1;264;3712;3;11.3;1.3;47.767920 -3.506331;15.1;0.0;-4;15;-1024;7;-270;83;-1;-1;1;-1;0x0000000000001C02;7.7;47.767920;-3.506331
2021-01-28;20:24:50.360;4.7;100;0.99;15;4.1;12.32;0.9;0.7;74;0.1;167.0;0.18;0.24;264;3712;3;11.3;0.2;47.767916 -3.506333;15.3;0.0;-5;15;-1024;6;-267;83;-1;-1;1;-1;0x0000000000001C02;7.7;47.767916;-3.506333
2021-01-28;20:24:51.360;4.7;100;0.92;15;4.1;12.32;0.9;0.8;74;0.0;201.7;0.33;0.3;28;3712;2;13.1;0.8;47.767915 -3.506338;15.1;0.0;-5;17;-1024;6;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767915;-3.506338
2021-01-28;20:24:52.360;4.7;100;0.48;15;4.1;12.32;0.9;0.8;74;2.4;200.6;-0.15;0.14;1580;3712;2;14.8;16.3;47.767901 -3.506345;18.5;0.0;-4;15;-1024;6;-270;83;-1;-1;1;-1;0x0000000000000002;7.7;47.767901;-3.506345
2021-01-28;20:24:53.400;4.7;100;0.53;5;4.1;12.32;0.9;1.5;75;-5.1;157.5;0.02;-0.17;1680;3712;8;16.3;24.3;47.767815 -3.506331;23.1;0.0;-65;-1020;-1024;265;-270;83;-1;-1;1;-1;0x0000000000000002;7.7;47.767815;-3.506331
2021-01-28;20:24:54.430;4.7;94;0.42;5;4.1;12.32;0.8;0.0;75;-8.4;22.9;-0.38;-1.06;2006;3712;15;14.1;11.1;47.767790 -3.506321;17.2;0.0;-4;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767790;-3.506321
2021-01-28;20:24:55.470;4.7;92;0.99;5;4.1;12.32;0.9;0.0;75;-7.9;56.5;0.05;0.04;2082;3712;16;14.3;1.2;47.767780 -3.506333;16.4;0.0;-4;15;-1024;6;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767780;-3.506333
2021-01-28;20:24:56.510;4.7;96;0.99;5;4.1;12.32;0.9;0.0;75;-6.1;56.2;0.05;0.04;2082;3712;15;14.5;0.1;47.767781 -3.506335;16.6;0.0;140;15;-1024;7;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767781;-3.506335
2021-01-28;20:24:57.510;4.7;98;0.99;5;4.1;12.32;0.9;0.0;76;-4.6;55.8;0.05;0.04;2082;3712;15;13.9;0.2;47.767786 -3.506338;17.7;0.0;-4;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767786;-3.506338
2021-01-28;20:24:58.510;4.7;100;0.99;5;4.1;12.32;0.9;0.0;76;-3.1;55.6;0.05;0.04;2082;3712;14;13.5;0.1;47.767788 -3.506340;17.5;0.0;-5;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767788;-3.506340
2021-01-28;20:24:59.510;4.7;100;0.99;5;4.1;12.32;0.9;0.0;76;-1.7;55.3;0.05;0.04;2082;3712;14;13.6;0.0;47.767790 -3.506340;17.4;0.0;-5;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767790;-3.506340
2021-01-28;20:25:00.510;4.7;100;0.99;5;4.1;12.32;0.9;0.0;77;-0.5;55.1;0.05;0.04;2082;3712;14;13.5;0.1;47.767788 -3.506340;17.4;0.0;-5;17;-1024;6;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767788;-3.506340
2021-01-28;20:25:01.510;4.7;100;1.26;5;4.1;12.32;0.9;0.0;77;0.9;55.1;-0.04;0.13;2082;3712;14;13.5;0.3;47.767788 -3.506338;16.6;0.0;-4;17;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767788;-3.506338
2021-01-28;20:25:02.510;4.7;100;0.58;5;4.1;12.32;0.9;0.0;77;2.6;67.9;0.41;0.12;2082;3712;14;14.0;0.2;47.767788 -3.506338;15.7;0.0;-5;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767788;-3.506338
2021-01-28;20:25:03.510;4.7;100;0.68;5;4.1;12.32;0.9;0.0;77;1.7;88.5;0.51;0.45;2082;3712;14;14.7;0.5;47.767788 -3.506336;16.8;0.0;-5;15;-1024;7;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767788;-3.506336
2021-01-28;20:25:04.510;4.7;100;0.9;5;4.1;12.32;0.9;0.0;77;1.6;114.2;0.42;0.18;2551;3712;14;14.6;3.3;47.767790 -3.506340;14.4;0.0;-5;15;-1024;7;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767790;-3.506340
2021-01-28;20:25:05.510;4.7;100;0.73;5;4.1;12.32;0.9;1.6;78;2.0;162.3;0.26;0.03;3118;3712;13;14.5;4.4;47.767796 -3.506350;15.7;0.0;-4;15;-1024;7;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767796;-3.506350
2021-01-28;20:25:06.510;4.7;100;0.77;5;4.1;12.32;0.9;2.4;78;1.4;206.5;0.36;-0.04;3407;3712;12;14.6;3.9;47.767806 -3.506356;16.4;0.0;-4;15;-1024;9;-270;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767806;-3.506356
2021-01-28;20:25:07.510;4.7;100;1.14;5;4.1;12.32;0.9;2.9;78;1.5;218.3;-0.04;-0.06;3472;3712;11;14.7;4.1;47.767815 -3.506360;16.2;0.0;-5;15;-1024;7;-267;83;-1;-1;1;-1;0x0000000000001C02;7.7;47.767815;-3.506360
2021-01-28;20:25:08.510;4.7;100;0.83;5;4.1;12.32;0.9;3.0;78;1.1;245.5;0.01;-0.12;3452;3712;10;15.2;5.6;47.767821 -3.506363;16.6;0.0;-5;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767821;-3.506363
2021-01-28;20:25:09.510;4.7;100;1.02;5;4.1;12.32;0.9;2.8;79;0.7;262.2;-0.21;-0.06;3516;3711;9;15.4;4.5;47.767831 -3.506365;16.4;0.0;-4;15;-1024;7;-270;83;-1;-1;1;-1;0x0000000000001C02;7.7;47.767831;-3.506365
2021-01-28;20:25:10.510;4.7;100;0.88;5;4.1;12.32;0.9;2.5;79;0.6;272.1;0.01;-0.24;3468;3712;8;15.7;5.4;47.767846 -3.506370;16.2;0.0;-5;15;-1024;7;-267;80;-1;-1;1;-1;0x0000000000001C02;7.7;47.767846;-3.506370
2021-01-28;20:33:02.570;4.7;100;0.85;1;4.06;12.18;0.8;0.0;92;0.0;296.4;0.17;0.33;2019;3711;0;18.2;1.5;47.767850 -3.506431;24.2;0.0;-4;15;-1024;7;-267;128;-1;-1;1;-1;0x0000000000001C02;7.7;47.767850;-3.506431
2021-01-28;20:33:03.560;4.7;100;0.96;15;4.06;12.18;0.9;0.1;93;0.1;308.9;0.19;0.25;2184;3812;0;18.2;0.7;47.767851 -3.506430;24.0;0.0;-4;15;-194;7;-273;128;-1;-1;1;-1;0x0000000000001C02;7.7;47.767851;-3.506430
2021-01-28;20:33:04.570;4.7;100;0.94;15;4.06;12.18;0.9;0.1;93;0.0;304.6;0.16;0.19;2184;3812;0;17.8;0.4;47.767850 -3.506428;24.0;0.0;-2;15;-194;6;-250;128;-1;-1;1;-1;0x0000000000001C02;7.7;47.767850;-3.506428
2021-01-28;20:33:05.570;4.7;100;0.94;15;4.06;12.18;0.9;0.1;93;0.1;306.2;0.25;0.16;2184;3812;0;17.8;0.1;47.767851 -3.506426;24.0;0.0;-4;15;-195;7;-250;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767851;-3.506426
2021-01-28;20:33:06.600;4.7;100;0.92;15;4.06;12.18;0.9;0.2;93;0.1;306.3;0.24;0.21;2184;3812;0;18.0;0.2;47.767853 -3.506425;24.4;0.0;-4;15;-200;6;-250;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767853;-3.506425
2021-01-28;20:33:07.640;4.7;100;0.94;15;4.06;12.18;0.9;0.3;94;0.1;304.1;0.23;0.17;2184;3812;1;18.3;0.1;47.767853 -3.506421;25.0;0.0;-29;15;117;6;-247;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767853;-3.506421
2021-01-28;20:33:08.640;4.7;100;0.95;15;4.06;12.18;0.9;0.3;94;0.1;318.3;0.23;0.21;2184;3812;1;18.4;0.6;47.767853 -3.506421;24.6;0.0;-2;15;109;7;-247;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767853;-3.506421
2021-01-28;20:33:09.640;4.7;100;0.92;15;4.06;12.18;0.9;0.3;94;0.1;349.1;0.32;0.08;6;3812;1;18.8;1.5;47.767853 -3.506416;24.2;0.0;-2;15;109;7;-247;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767853;-3.506416
2021-01-28;20:33:10.640;4.7;100;1.11;15;4.06;12.18;0.9;0.3;94;0.0;1.9;0.35;0.19;2027;3812;1;19.1;3.9;47.767846 -3.506416;24.4;0.0;-4;15;110;7;-244;128;-1;0;1;-1;0x0000000000001C02;7.7;47.767846;-3.506416
2021-01-28;20:33:11.640;4.7;100;0.86;15;3.87;11.61;18.2;1.8;96;2.9;295.4;0.23;0.18;1904;3812;0;19.9;26.3;47.767801 -3.506418;22.4;0.0;-2;15;110;7;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.767801;-3.506418
2021-01-28;20:33:12.640;4.7;100;1.61;15;3.83;11.5;19.0;2.8;101;1.9;264.0;0.89;0.08;1669;3711;8;20.0;43.4;47.767726 -3.506383;43.7;0.0;-2;15;109;6;-244;125;-1;0;1;-1;0x0000000000000002;7.7;47.767726;-3.506383
2021-01-28;20:33:13.640;4.7;96;1.27;15;3.82;11.46;18.7;6.7;105;5.4;247.8;0.71;-0.01;1950;3813;20;21.5;50.8;47.767605 -3.506391;54.8;0.0;-2;15;109;6;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.767605;-3.506391
2021-01-28;20:33:14.640;4.7;94;0.88;15;3.81;11.44;18.5;12.6;110;6.3;216.3;0.66;0.01;2052;3813;40;28.8;50.5;47.767511 -3.506470;61.3;0.0;-2;17;109;6;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.767511;-3.506470
2021-01-28;20:33:15.640;4.7;92;0.74;15;3.8;11.4;18.2;20.8;117;6.1;209.2;0.59;-0.02;2033;3813;54;33.7;56.1;47.767390 -3.506533;63.8;0.0;-2;15;109;6;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.767390;-3.506533
2021-01-28;20:33:16.640;4.7;82;0.37;15;3.79;11.38;18.1;26.0;122;5.7;207.4;0.55;-0.01;2026;3813;68;39.3;59.2;47.767201 -3.506650;65.0;0.0;-49;15;107;6;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.767201;-3.506650
2021-01-28;20:33:17.640;4.7;78;1.09;15;3.79;11.37;17.9;31.5;126;6.5;201.5;0.55;-0.04;2028;3813;83;43.6;61.2;47.767090 -3.506718;68.7;0.0;-4;15;-165;-155;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.767090;-3.506718
2021-01-28;20:33:18.640;4.7;78;0.35;15;3.9;11.72;6.4;35.1;129;-0.8;200.6;0.09;-0.02;2024;3813;107;48.6;65.1;47.766943 -3.506808;64.6;0.0;-2;-334;-160;-281;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.766943;-3.506808
2021-01-28;20:33:19.640;4.7;76;1.02;15;3.91;11.75;6.1;33.8;130;-1.2;201.8;0.12;-0.05;2026;3813;124;46.7;68.7;47.766821 -3.506885;66.6;0.0;-5;-512;-170;-362;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.766821;-3.506885
2021-01-28;20:33:20.640;4.7;74;1.61;15;3.92;11.78;5.2;32.8;133;-0.4;200.6;0.09;-0.03;2026;3813;141;45.5;69.9;47.766596 -3.507021;68.7;0.0;-1;-798;-257;-395;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.766596;-3.507021
2021-01-28;20:33:21.640;4.7;70;0.75;15;3.93;11.79;5.3;34.4;134;1.6;196.9;0.07;-0.03;1979;3813;158;46.2;66.0;47.766468 -3.507088;68.3;0.0;-2;-811;-259;-614;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.766468;-3.507088
2021-01-28;20:33:22.640;4.7;70;0.97;15;3.93;11.81;5.3;35.4;135;1.5;194.3;0.16;-0.07;1943;3813;174;47.7;63.7;47.766313 -3.507156;65.7;0.0;-2;-783;-261;-586;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.766313;-3.507156
2021-01-28;20:33:23.640;4.7;66;1.14;15;3.93;11.8;5.3;35.8;137;0.2;188.5;0.21;-0.04;1889;3813;190;48.8;60.4;47.766165 -3.507200;61.8;0.0;-4;-817;-261;-602;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.766165;-3.507200
2021-01-28;20:33:24.640;4.6;68;1.12;15;3.93;11.8;5.3;36.3;139;0.7;184.1;0.2;-0.04;1847;3812;209;49.4;57.7;47.765990 -3.507218;59.0;0.0;-2;-841;-262;-646;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765990;-3.507218
2021-01-28;20:33:25.640;4.6;70;0.94;15;3.93;11.81;5.3;36.9;139;1.0;173.1;0.21;-0.04;1752;3813;228;51.4;55.8;47.765906 -3.507211;57.4;0.0;-2;-831;-261;-631;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765906;-3.507211
2021-01-28;20:33:26.640;4.6;66;1.11;15;3.93;11.79;5.4;38.0;141;0.9;160.3;0.22;-0.01;1609;3813;236;52.2;53.2;47.765750 -3.507161;55.3;0.0;-2;-831;-262;-633;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765750;-3.507161
2021-01-28;20:33:27.640;4.7;64;0.97;15;3.93;11.8;5.3;38.4;142;0.7;153.4;0.22;-0.03;1545;3812;251;53.0;50.6;47.765678 -3.507120;53.1;0.0;-2;-751;-261;-452;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765678;-3.507120
2021-01-28;20:33:28.640;4.7;60;0.93;15;3.93;11.79;5.4;38.9;144;0.0;141.3;0.21;-0.06;1417;3812;258;53.2;50.3;47.765550 -3.506978;53.7;0.0;-2;-700;-262;-277;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765550;-3.506978
2021-01-28;20:33:29.640;4.6;60;1.11;15;3.93;11.8;5.4;38.9;145;-0.2;135.2;0.2;-0.04;1360;3812;269;52.5;51.2;47.765473 -3.506901;55.9;0.0;0;-787;-264;-183;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765473;-3.506901
2021-01-28;20:33:30.690;4.6;42;1.16;15;3.93;11.79;5.4;38.6;146;0.0;130.6;0.21;-0.03;1314;3812;269;52.5;51.8;47.765420 -3.506818;55.9;0.0;24;-956;-261;-50;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765420;-3.506818
2021-01-28;20:33:31.730;4.7;34;1.16;15;3.93;11.79;5.3;38.8;148;1.8;123.1;0.21;-0.03;1314;3812;274;52.0;52.5;47.765313 -3.506598;57.0;0.0;5;-897;-262;-411;-244;128;-1;0;1;-1;0x0000000000000012;7.7;47.765313;-3.506598
2021-01-28;20:33:32.780;4.6;52;0.9;15;3.92;11.79;5.4;40.4;150;1.1;114.5;0.21;-0.02;1168;3712;287;53.5;48.6;47.765251 -3.506440;55.3;0.0;0;-975;-264;-516;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765251;-3.506440
2021-01-28;20:33:33.790;4.6;50;1.08;15;3.92;11.79;5.4;40.4;150;1.1;114.5;0.26;-0.03;1168;3812;292;53.5;48.6;47.765251 -3.506440;55.3;0.0;-1;-1011;-269;-547;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.765251;-3.506440
2021-01-28;20:33:34.790;4.6;18;1.08;15;3.92;11.79;5.4;40.4;150;1.1;114.5;0.26;-0.03;1168;3812;292;54.6;48.6;47.765251 -3.506440;55.3;0.0;-1;-1005;-270;-604;-244;128;-1;0;1;-1;0x0000000000000012;7.7;47.765251;-3.506440
2021-01-28;20:33:35.800;4.7;20;1.08;15;3.92;11.78;5.3;40.4;150;1.1;114.5;0.26;-0.03;1168;3812;292;54.6;43.9;47.765251 -3.506440;53.1;0.0;0;-1024;-272;-512;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765251;-3.506440
2021-01-28;20:33:36.800;4.7;20;1.08;15;3.92;11.78;5.3;42.0;150;1.1;114.5;0.26;-0.03;1168;3812;292;54.6;43.9;47.765251 -3.506440;53.1;0.0;-1;-1010;-265;-486;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765251;-3.506440
2021-01-28;20:33:37.800;4.7;18;1.08;15;3.92;11.78;5.3;42.0;154;1.1;114.5;0.26;-0.03;1168;3812;292;54.6;43.9;47.765203 -3.505930;53.1;0.0;0;-933;-265;-432;-244;128;-1;0;1;-1;0x0000000000000012;7.7;47.765203;-3.505930
2021-01-28;20:33:38.800;4.7;28;0.88;15;3.92;11.78;5.3;42.0;154;1.0;57.5;0.31;-0.03;433;3815;292;54.6;43.9;47.765203 -3.505930;53.1;0.0;1;-593;-269;-254;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765203;-3.505930
2021-01-28;20:33:39.800;4.7;56;0.71;15;3.92;11.78;5.2;44.6;161;-0.4;12.1;0.25;-0.02;33;3814;278;62.2;31.8;47.765416 -3.505745;48.1;0.0;1;14;-270;4;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.765416;-3.505745
2021-01-28;20:33:40.840;4.6;48;0.81;15;3.93;11.79;5.1;42.7;162;-2.3;3.0;0.19;-0.01;3579;3814;272;60.9;36.6;47.765486 -3.505751;52.5;0.0;-2;-710;-275;7;-244;128;-1;0;1;-1;0x0000000000000012;7.7;47.765486;-3.505751
2021-01-28;20:33:41.850;4.6;36;1.33;15;3.93;11.79;5.1;42.7;162;-2.8;357.4;0.18;-0.04;3545;3814;263;60.9;36.6;47.765486 -3.505751;52.5;0.0;1;-873;-272;54;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765486;-3.505751
2021-01-28;20:33:42.860;4.7;30;1.13;15;3.93;11.79;4.9;40.5;164;0.6;348.9;0.13;-0.04;3478;3814;263;57.0;46.2;47.765686 -3.505796;62.4;0.0;2;-855;-272;57;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.765686;-3.505796
2021-01-28;20:33:43.900;4.6;54;1.08;15;3.93;11.78;5.0;41.1;167;1.1;345.4;0.12;-0.04;3430;3814;229;57.7;44.4;47.765860 -3.505875;63.1;0.0;10;-870;-270;115;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.765860;-3.505875
2021-01-28;20:33:44.900;4.6;68;0.93;15;3.92;11.77;5.0;41.5;168;1.4;340.6;0.16;-0.03;3383;3814;214;59.5;40.7;47.765920 -3.505908;60.9;0.0;7;-894;-267;318;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.765920;-3.505908
2021-01-28;20:33:45.900;4.7;68;1.01;15;3.92;11.77;5.1;42.5;169;1.3;336.9;0.17;-0.04;3336;3814;207;60.6;38.3;47.766030 -3.505995;58.1;0.0;15;-871;-267;322;-247;128;-1;0;1;-1;0x0000000000000002;7.7;47.766030;-3.505995
2021-01-28;20:33:46.900;4.7;66;0.86;15;3.92;11.77;5.2;43.7;171;0.7;335.3;0.19;-0.03;3342;3814;195;63.2;34.2;47.766141 -3.506063;55.0;0.0;12;-867;-265;389;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.766141;-3.506063
2021-01-28;20:33:47.900;4.7;64;0.93;15;3.92;11.76;5.3;44.1;172;0.6;332.5;0.22;-0.05;3347;3814;184;65.8;32.7;47.766186 -3.506095;50.0;0.0;1;-731;-265;265;-244;128;-1;0;1;-1;0x0000000000000002;7.7;47.766186;-3.506095
2021-01-28;20:33:48.920;4.6;42;0.9;15;3.92;11.77;5.2;44.6;173;0.3;341.6;0.2;-0.02;3356;3814;179;66.7;31.8;47.766230 -3.506125;50.5;0.0;15;14;-265;7;-247;128;-1;0;1;-1;0x0000000000000012;7.7;47.766230;-3.506125
2021-01-28;20:33:49.930;4.7;56;0.71;15;3.92;11.76;5.2;43.9;175;-2.4;339.6;0.2;-0.02;3383;3813;171;66.9;33.5;47.766350 -3.506196;52.5;0.0;-1;12;-269;9;-244;128;0;0;1;-1;0x0000000000000002;7.7;47.766350;-3.506196
2021-01-28;20:33:50.970;4.7;64;0.93;15;3.92;11.76;5.1;42.9;176;-2.5;337.0;0.2;-0.01;3394;3814;158;65.0;39.8;47.766401 -3.506225;57.5;0.0;0;11;-265;7;-244;128;0;0;1;-1;0x0000000000000002;7.7;47.766401;-3.506225
2021-01-28;20:33:51.990;4.6;66;1.1;15;3.92;11.77;5.0;41.5;178;-1.6;338.5;0.1;-0.04;3405;3813;143;63.4;43.4;47.766518 -3.506290;60.3;0.0;0;-27;-265;10;-247;128;0;0;1;-1;0x0000000000000002;7.7;47.766518;-3.506290
2021-01-28;20:33:52.990;4.7;66;1.12;15;3.92;11.77;4.8;40.9;180;-0.8;339.3;0.04;-0.07;3392;3813;135;62.8;49.1;47.766675 -3.506376;66.8;0.0;0;-60;-265;10;-247;128;0;0;1;-1;0x0000000000000002;7.7;47.766675;-3.506376
2021-01-28;20:33:53.990;4.7;70;0.94;15;3.91;11.75;5.2;40.6;181;-1.3;339.4;0.04;-0.02;3392;3813;119;61.2;50.9;47.766745 -3.506416;69.6;0.0;1;-335;-265;81;-247;128;0;0;1;-1;0x0000000000000002;7.7;47.766745;-3.506416
2021-01-28;20:33:54.990;4.6;72;1.17;15;3.92;11.75;5.2;39.7;183;-0.3;339.5;0.07;-0.03;3395;3813;103;60.0;52.0;47.766888 -3.506498;71.4;0.0;0;-652;-269;256;-247;128;0;0;1;-1;0x0000000000000002;7.7;47.766888;-3.506498
